record_id,user_id,transaction_amount,region,event_date,status
1911,1432,387.84,,2026-01-15,failed
1912,1447,466.05,South,2026-01-01,failed
1913,1840,362.78,West,2026-01-08,failed
1914,1094,327.67,North,2025-12-27,success
1915,1573,414.51,North,2026-01-08,failed
1916,1874,386.97,West,2025-12-26,success
1917,433,455.05,West,2026-01-09,success
1918,872,395.63,West,2025-12-21,failed
1919,1964,456.59,North,2026-01-03,success
1920,710,542.63,West,2026-01-14,success
1921,330,412.4,West,2026-01-10,failed
1922,24,428.81,West,2026-01-02,success
1923,621,440.13,North,2026-01-08,failed
1924,1029,450.27,East,2026-01-16,failed
1925,229,510.59,North,2025-12-24,success
1926,691,397.23,West,2026-01-02,success
1927,952,448.84,West,2026-01-03,failed
1928,103,755.46,East,2026-01-02,failed
1929,1383,267.92,East,2025-12-25,failed
1930,731,469.14,East,2026-01-09,success
1931,1221,510.66,South,2025-12-22,success
1932,259,627.19,West,2026-01-17,failed
1933,708,197.98,West,2025-12-21,success
1934,669,469.31,North,2026-01-01,success
1935,692,483.69,East,2026-01-12,success
1936,1714,640.88,East,2026-01-08,success
1937,1422,598.35,West,2025-12-26,failed
1938,563,729.24,East,2026-01-05,success
1939,1239,474.52,East,2025-12-28,success
1940,834,,South,2025-12-28,failed
1941,948,451.93,North,2026-01-11,failed
1942,453,373.89,West,2026-01-07,failed
1943,1301,542.75,West,2026-01-18,success
1944,703,449.8,West,2025-12-24,failed
1945,1750,563.26,South,2026-01-10,failed
1946,524,441.11,North,2026-01-09,failed
1947,1150,608.54,East,2025-12-29,failed
1948,925,537.02,South,2026-01-08,failed
1949,1157,522.82,South,2026-01-01,success
1950,776,646.69,North,2026-01-01,success
1951,433,421.32,West,2026-01-06,failed
1952,721,588.91,East,2025-12-30,failed
1953,1291,4192.200000000001,West,2025-12-27,failed
1954,1014,574.08,West,2025-12-25,success
1955,820,406.79,East,2026-01-13,failed
1956,1344,430.78,West,2026-01-02,success
1957,1304,545.47,North,2026-01-08,failed
1958,1937,316.65,North,2026-01-19,failed
1959,47,570.83,South,2026-01-16,success
1960,938,284.96,South,2026-01-04,success
1961,661,473.44,West,2025-12-27,success
1962,1993,477.85,East,2026-01-16,success
1963,502,292.7,North,2026-01-12,success
1964,1397,773.9,West,2026-01-16,failed
1965,145,670.58,North,2026-01-03,failed
1966,1696,565.81,West,2026-01-15,success
1967,745,214.86,West,2026-01-02,success
1968,213,401.18,North,2026-01-12,success
1969,751,472.84,South,2026-01-14,failed
1970,431,427.64,North,2026-01-03,failed
1971,1542,428.99,East,2026-01-11,failed
1972,678,696.91,East,2026-01-08,success
1973,1560,345.04,North,2025-12-27,failed
1974,1155,460.13,South,2026-01-07,failed
1975,974,634.26,South,2026-01-12,success
1976,301,657.04,East,2026-01-09,success
1977,58,673.34,South,2026-01-07,success
1978,532,443.09,West,2026-01-04,success
1979,1992,462.01,East,2026-01-05,failed
1980,775,646.14,South,2026-01-16,failed
1981,360,494.69,North,2025-12-30,success
1982,634,428.89,North,2026-01-09,success
1983,731,499.42,North,2026-01-15,success
1984,1519,317.61,West,2026-01-09,success
1985,1950,462.38,North,2026-01-14,success
1986,915,518.26,East,2026-01-14,success
1987,1413,302.12,South,2025-12-21,failed
1988,1131,,North,2026-01-17,success
1989,1071,448.75,South,2026-01-07,failed
1990,951,331.53,West,2025-12-22,failed
1991,405,299.4,West,2025-12-29,success
1992,1192,347.8,West,2026-01-13,success
1993,1207,663.25,West,2025-12-20,failed
1994,1546,473.79,South,2025-12-30,failed
1995,1054,374.5,East,2026-01-16,success
1996,699,394.56,East,2026-01-09,failed
1997,229,496.24,West,2026-01-04,success
1998,367,342.54,East,2025-12-23,failed
1999,702,561.52,South,2025-12-26,success
2000,1563,,East,2025-12-30,failed
2001,211,318.23,East,2025-12-25,success
2002,1570,474.21,,2026-01-08,success
2003,667,649.58,East,2025-12-27,failed
2004,967,461.66,East,2026-01-15,failed
2005,922,409.5,West,2025-12-20,failed
2006,114,649.27,,2026-01-03,failed
2007,40,,East,2025-12-29,failed
2008,49,324.59,East,2026-01-06,success
2009,1634,381.95,East,2025-12-23,success
2010,498,247.76,West,2026-01-19,success
2011,1600,605.12,West,2025-12-27,failed
2012,1243,518.85,,2026-01-09,failed
2013,566,513.88,East,2025-12-23,failed
2014,276,543.41,North,2026-01-03,success
2015,672,563.12,East,2026-01-06,failed
2016,1413,563.44,East,2026-01-17,failed
2017,1531,597.04,West,2025-12-27,failed
2018,742,393.35,East,2025-12-28,success
2019,288,366.95,West,2026-01-14,failed
2020,1635,302.71,East,2025-12-20,failed
2021,66,422.81,East,2026-01-07,failed
2022,1300,,North,2026-01-06,success
2023,1636,518.71,West,2026-01-08,success
2024,1540,622.43,South,2026-01-09,failed
2025,150,345.73,West,2026-01-05,failed
2026,1822,479.76,South,2026-01-07,failed
2027,1091,474.01,,2026-01-17,success
2028,387,570.79,South,2025-12-23,success
2029,1093,635.1,,2026-01-06,failed
2030,1956,426.61,East,2025-12-27,success
2031,1582,465.48,West,2025-12-23,failed
2032,53,454.94,South,2026-01-01,success
2033,916,484.21,West,2026-01-07,success
2034,191,695.83,North,2025-12-25,success
2035,247,477.87,North,2026-01-14,failed
2036,979,443.27,West,2025-12-20,success
2037,779,604.16,North,2025-12-31,failed
2038,1937,458.15,East,2025-12-27,success
2039,1333,548.43,West,2025-12-20,failed
2040,1495,544.83,,2026-01-16,success
2041,364,515.25,South,2025-12-24,failed
2042,1562,270.38,East,2025-12-31,failed
2043,1687,414.8,South,2026-01-12,success
2044,748,361.67,East,2026-01-01,failed
2045,1862,685.9,North,2026-01-14,success
2046,680,,South,2026-01-18,failed
2047,96,534.22,South,2025-12-25,success
2048,31,459.92,West,2025-12-22,success
2049,1984,199.08,West,2025-12-24,success
2050,638,451.31,,2025-12-24,failed
2051,1345,691.01,North,2026-01-04,failed
2052,1534,658.97,South,2025-12-27,success
2053,1650,,North,2026-01-12,success
2054,1469,324.94,North,2025-12-27,success
2055,514,309.4,East,2026-01-11,failed
2056,1369,538.69,East,2026-01-13,success
2057,672,452.62,North,2026-01-12,failed
2058,1295,423.66,North,2026-01-15,success
2059,332,478.5,West,2026-01-04,failed
2060,385,644.79,West,2026-01-03,success
2061,929,554.99,North,2026-01-12,failed
2062,1343,188.26,East,2025-12-30,failed
2063,1582,529.89,East,2026-01-13,failed
2064,130,601.21,North,2026-01-19,success
2065,194,396.46,North,2025-12-23,failed
2066,259,610.9,West,2026-01-06,success
2067,1979,652.53,,2026-01-15,success
2068,291,589.95,North,2025-12-26,failed
2069,1077,524.5,North,2026-01-14,failed
2070,1105,510.16,North,2026-01-10,success
2071,1301,572.42,South,2026-01-06,failed
2072,1758,,West,2026-01-17,failed
2073,1831,492.88,East,2025-12-20,success
2074,515,629.23,South,2026-01-18,success
2075,122,561.1,West,2026-01-15,success
2076,1566,661.76,,2026-01-09,failed
2077,801,525.04,East,2025-12-22,success
2078,1973,425.96,South,2025-12-26,failed
2079,292,648.1,North,2026-01-09,success
2080,1067,4566.8,West,2025-12-27,failed
2081,612,644.61,West,2025-12-24,success
2082,1803,4551.4,North,2026-01-01,failed
2083,232,545.5,,2026-01-17,failed
2084,1554,409.88,North,2026-01-12,failed
2085,495,726.92,West,2026-01-02,success
2086,1307,763.39,East,2026-01-09,failed
2087,860,545.91,East,2025-12-22,success
2088,208,585.27,West,2025-12-27,failed
2089,1364,,West,2026-01-08,failed
2090,87,551.09,North,2026-01-07,success
2091,241,556.74,,2026-01-15,failed
2092,1472,,West,2026-01-16,failed
2093,1175,392.93,West,2026-01-10,success
2094,443,514.12,East,2025-12-23,failed
2095,1886,481.39,West,2026-01-16,failed
2096,735,599.92,South,2025-12-28,failed
2097,1606,328.18,East,2026-01-13,success
2098,429,588.18,East,2026-01-12,failed
2099,1543,331.03,West,2026-01-16,success
2100,684,433.93,South,2025-12-30,failed
2101,208,448.87,South,2026-01-13,failed
2102,415,334.44,East,2025-12-30,failed
2103,1835,,South,2025-12-30,success
2104,229,,East,2026-01-13,success
2105,816,526.39,North,2025-12-22,failed
2106,1746,328.54,,2026-01-01,success
2107,1887,347.57,East,2026-01-08,success
2108,664,290.85,East,2025-12-20,failed
2109,460,432.29,South,2025-12-24,success
2110,608,642.54,West,2026-01-06,success
2111,845,365.76,West,2026-01-09,failed
2112,1530,258.37,East,2026-01-14,failed
2113,884,232.71,,2025-12-30,failed
2114,158,,South,2025-12-23,failed
2115,1097,300.79,South,2026-01-12,failed
2116,1470,,East,2026-01-07,success
2117,943,548.64,West,2025-12-22,success
2118,46,527.99,North,2026-01-17,failed
2119,977,588.8,East,2025-12-22,failed
2120,1167,,South,2026-01-01,success
2121,1356,478.64,East,2025-12-30,success
2122,1168,624.85,West,2025-12-24,failed
2123,1767,568.05,North,2026-01-13,success
2124,1258,346.78,South,2026-01-12,success
2125,510,570.45,North,2026-01-19,failed
2126,1176,631.46,West,2026-01-01,failed
2127,284,587.5,,2025-12-31,success
2128,1449,480.83,North,2025-12-25,failed
2129,823,405.0,North,2025-12-30,failed
2130,1540,387.4,North,2026-01-06,success
2131,1399,468.59,North,2025-12-20,failed
2132,788,300.55,East,2026-01-16,success
2133,1958,314.47,West,2025-12-25,success
2134,1999,250.92,South,2026-01-08,failed
2135,1176,381.09,South,2026-01-05,success
2136,1668,294.66,,2026-01-14,failed
2137,1915,434.04,South,2026-01-07,success
2138,1844,397.87,South,2026-01-08,failed
2139,1921,472.67,West,2026-01-14,failed
2140,1934,322.75,East,2025-12-27,failed
2141,290,205.96,South,2026-01-14,failed
2142,86,150.24,West,2026-01-14,success
2143,1737,512.14,East,2026-01-18,failed
2144,1551,511.95,East,2025-12-24,failed
2145,1564,473.15,North,2026-01-04,success
2146,1007,314.34,West,2025-12-29,failed
2147,1611,743.22,North,2026-01-05,success
2148,386,632.74,South,2026-01-09,failed
2149,1514,656.22,,2026-01-19,success
2150,1688,603.16,South,2026-01-05,failed
2151,1395,389.61,South,2026-01-07,success
2152,93,609.44,North,2026-01-18,failed
2153,10,744.56,East,2025-12-25,failed
2154,1693,476.09,South,2026-01-08,failed
2155,1807,865.93,West,2026-01-11,success
2156,852,606.94,South,2026-01-15,failed
2157,520,555.19,West,2025-12-21,failed
2158,264,543.18,North,2025-12-23,success
2159,1848,509.13,East,2026-01-19,failed
2160,584,510.44,East,2025-12-23,success
2161,809,708.16,,2025-12-26,success
2162,1062,395.74,West,2025-12-25,success
2163,1562,542.74,West,2026-01-08,failed
2164,898,587.94,North,2026-01-10,success
2165,1574,412.6,North,2026-01-19,success
2166,700,,South,2025-12-31,failed
2167,411,501.49,South,2025-12-30,failed
2168,52,388.99,South,2025-12-24,failed
2169,117,503.78,South,2026-01-12,failed
2170,759,446.53,South,2026-01-13,success
2171,1155,509.57,West,2026-01-18,failed
2172,579,562.31,South,2026-01-10,failed
2173,1255,554.03,South,2026-01-03,failed
2174,459,298.29,South,2026-01-19,failed
2175,527,624.43,North,2026-01-02,failed
2176,295,340.29,South,2026-01-01,success
2177,1721,532.89,West,2026-01-02,failed
2178,944,586.42,West,2026-01-03,failed
2179,692,440.41,South,2025-12-27,success
2180,1460,421.01,East,2026-01-17,failed
2181,1123,462.82,West,2025-12-24,failed
2182,223,516.1,West,2025-12-21,success
2183,445,196.43,West,2026-01-18,failed
2184,370,360.31,South,2025-12-28,success
2185,1314,407.4,South,2025-12-24,failed
2186,649,450.99,,2026-01-13,failed
2187,648,596.02,North,2026-01-10,success
2188,1612,461.89,East,2025-12-26,success
2189,1962,189.1,West,2026-01-04,failed
2190,1441,404.04,South,2026-01-17,success
2191,335,462.67,West,2025-12-25,failed
2192,1434,539.53,West,2025-12-23,success
2193,278,,West,2025-12-25,success
2194,1201,712.73,West,2026-01-07,success
2195,917,712.22,East,2025-12-22,failed
2196,142,323.27,West,2026-01-18,success
2197,228,372.1,North,2025-12-31,failed
2198,33,561.24,South,2025-12-31,failed
2199,394,653.83,North,2026-01-04,failed
2200,1856,304.4,East,2025-12-28,failed
2201,887,4540.0,West,2026-01-10,success
2202,682,512.14,North,2026-01-12,success
2203,620,242.68,West,2026-01-01,success
2204,1424,616.74,East,2025-12-31,failed
2205,834,,East,2026-01-12,failed
2206,1132,411.99,North,2026-01-18,failed
2207,1882,681.82,East,2026-01-16,success
2208,48,469.19,South,2026-01-13,success
2209,1769,573.9,North,2025-12-24,failed
2210,1293,552.5,North,2025-12-25,success
2211,1471,578.27,North,2026-01-11,success
2212,793,421.45,West,2026-01-15,success
2213,1451,409.22,North,2026-01-03,success
2214,1040,427.31,South,2026-01-11,success
2215,1440,566.36,East,2026-01-13,success
2216,333,367.75,East,2026-01-08,failed
2217,1038,,East,2026-01-15,failed
2218,1507,754.06,East,2026-01-13,success
2219,133,321.67,North,2026-01-08,failed
2220,164,853.47,West,2025-12-20,success
2221,653,716.87,East,2026-01-11,success
2222,1166,,West,2025-12-31,failed
2223,759,499.73,East,2026-01-06,success
2224,468,518.76,East,2026-01-02,failed
2225,1803,396.85,West,2026-01-03,failed
2226,927,227.25,West,2026-01-02,success
2227,1789,391.37,South,2026-01-01,failed
2228,29,426.02,South,2025-12-24,success
2229,445,362.98,South,2025-12-28,failed
2230,406,,East,2026-01-15,failed
2231,467,337.66,West,2026-01-02,failed
2232,1941,641.19,North,2025-12-31,success
2233,138,,West,2026-01-14,success
2234,853,454.7,South,2025-12-30,failed
2235,1401,562.8,South,2026-01-05,failed
2236,699,739.89,South,2025-12-31,failed
2237,130,342.4,South,2025-12-26,failed
2238,1410,526.78,East,2026-01-11,success
2239,1848,386.81,South,2026-01-11,success
2240,1666,628.67,West,2026-01-17,success
2241,642,502.49,South,2026-01-08,failed
2242,167,511.2,East,2025-12-22,failed
2243,798,773.64,East,2026-01-11,success
2244,746,357.82,East,2025-12-31,failed
2245,1151,399.83,East,2026-01-04,failed
2246,1239,598.62,South,2026-01-19,success
2247,606,681.67,South,2026-01-05,failed
2248,509,603.72,North,2025-12-29,failed
2249,419,631.37,North,2025-12-31,failed
2250,1589,558.27,West,2026-01-13,failed
2251,221,665.32,South,2026-01-11,failed
2252,584,420.37,North,2025-12-23,success
2253,1778,431.71,South,2025-12-30,failed
2254,1127,327.32,East,2026-01-01,success
2255,669,597.21,East,2025-12-30,success
2256,1809,508.69,South,2026-01-04,success
2257,1899,578.32,South,2025-12-22,failed
2258,1992,467.98,East,2026-01-13,success
2259,1009,478.17,,2026-01-09,failed
2260,1423,617.35,North,2026-01-13,failed
2261,466,348.9,North,2025-12-21,success
2262,981,435.05,South,2026-01-05,failed
2263,662,436.68,West,2025-12-20,failed
2264,1009,481.21,South,2026-01-07,success
2265,428,390.5,East,2026-01-11,success
2266,1192,660.06,South,2026-01-01,success
2267,312,,East,2025-12-28,failed
2268,1047,360.94,East,2025-12-30,success
2269,670,634.88,East,2026-01-03,success
2270,913,561.04,West,2025-12-26,success
2271,231,356.37,East,2026-01-15,success
2272,1816,527.56,West,2025-12-21,success
2273,1161,593.47,West,2026-01-12,failed
2274,938,364.43,East,2026-01-14,success
2275,160,707.26,North,2026-01-08,success
2276,1756,368.8,South,2026-01-02,failed
2277,156,369.23,East,2026-01-13,success
2278,1841,408.86,West,2026-01-18,success
2279,247,538.6,West,2025-12-25,success
2280,231,388.65,East,2025-12-28,success
2281,1440,513.9,South,2025-12-26,success
2282,815,537.78,West,2026-01-02,failed
2283,845,738.25,East,2026-01-11,failed
2284,1473,478.35,North,2026-01-10,failed
2285,1973,600.08,,2026-01-14,success
2286,1332,285.14,West,2026-01-06,failed
2287,1622,353.46,East,2026-01-03,failed
2288,1116,297.33,East,2026-01-12,success
2289,657,574.12,South,2026-01-07,failed
2290,763,489.74,East,2025-12-24,failed
2291,1384,513.6,West,2025-12-22,failed
2292,1813,554.52,South,2026-01-17,success
2293,704,509.32,South,2026-01-08,failed
2294,1107,607.04,South,2026-01-15,success
2295,1689,543.32,West,2026-01-17,success
2296,1027,,North,2025-12-28,success
2297,1515,306.22,,2026-01-04,success
2298,667,735.02,West,2026-01-05,failed
2299,449,563.38,North,2025-12-27,failed
2300,319,621.98,North,2026-01-04,success
2301,1876,410.51,South,2026-01-06,success
2302,1949,211.07,North,2025-12-22,failed
2303,927,660.61,East,2026-01-10,failed
2304,22,558.19,West,2025-12-31,success
2305,623,464.14,West,2026-01-09,success
2306,1391,498.16,East,2025-12-31,success
2307,524,,West,2026-01-13,success
2308,866,602.23,East,2026-01-19,failed
2309,56,558.4,East,2026-01-06,success
2310,170,190.53,North,2026-01-03,failed
2311,1535,4155.5,West,2025-12-21,failed
2312,635,536.61,West,2025-12-26,failed
2313,195,661.39,South,2026-01-03,failed
2314,1428,567.4,North,2025-12-28,success
2315,1430,504.17,West,2025-12-29,success
2316,82,435.43,North,2026-01-10,success
2317,1984,586.72,West,2025-12-27,success
2318,794,793.82,South,2026-01-13,failed
2319,90,447.59,West,2025-12-27,failed
2320,1656,523.0,East,2026-01-14,failed
2321,43,440.61,West,2026-01-04,success
2322,572,455.98,North,2025-12-22,success
2323,539,731.95,West,2026-01-01,success
2324,1857,419.75,East,2026-01-06,failed
2325,979,389.66,North,2025-12-27,success
2326,302,337.77,West,2025-12-20,failed
2327,123,502.12,East,2026-01-07,success
2328,622,590.74,South,2026-01-16,failed
2329,1641,324.48,West,2026-01-04,success
2330,203,349.12,North,2025-12-24,success
2331,1757,514.63,North,2026-01-04,success
2332,1160,314.99,West,2026-01-15,failed
2333,1921,423.34,North,2026-01-13,failed
2334,88,645.57,South,2026-01-12,success
2335,982,612.88,West,2026-01-09,success
2336,495,528.6,North,2026-01-02,success
2337,855,594.36,,2025-12-31,failed
2338,806,371.03,East,2025-12-29,failed
2339,1883,503.84,South,2026-01-04,failed
2340,187,517.57,North,2025-12-28,failed
2341,1914,433.77,South,2025-12-30,failed
2342,1858,433.67,East,2025-12-26,failed
2343,1061,550.25,West,2026-01-10,success
2344,1574,609.21,,2025-12-26,failed
2345,1460,512.97,West,2026-01-07,success
2346,241,535.92,East,2025-12-25,failed
2347,768,,East,2026-01-18,failed
2348,1101,456.19,North,2025-12-28,success
2349,1980,443.44,West,2025-12-20,success
2350,387,586.19,West,2026-01-03,failed
2351,1047,517.34,North,2026-01-02,failed
2352,1220,356.65,,2025-12-23,success
2353,371,508.31,North,2026-01-18,failed
2354,420,441.49,South,2026-01-08,failed
2355,1901,568.02,South,2025-12-20,failed
2356,1562,203.19,West,2025-12-26,success
2357,1955,,East,2026-01-14,failed
2358,256,393.72,South,2026-01-17,success
2359,1880,435.5,South,2026-01-10,failed
2360,892,540.96,West,2026-01-03,success
2361,476,578.44,West,2026-01-16,failed
2362,48,511.66,West,2026-01-02,failed
2363,660,299.64,West,2026-01-15,failed
2364,1243,429.12,North,2026-01-08,failed
2365,345,574.8,East,2025-12-31,failed
2366,562,427.09,South,2026-01-01,failed
2367,1968,325.78,West,2026-01-11,success
2368,797,523.03,North,2026-01-04,failed
2369,1484,480.46,West,2025-12-28,failed
2370,469,441.28,South,2026-01-16,success
2371,1733,345.67,North,2026-01-13,success
2372,185,550.68,North,2025-12-28,success
2373,1076,662.62,East,2025-12-24,failed
2374,571,593.83,West,2025-12-29,success
2375,1067,558.26,South,2025-12-29,failed
2376,1930,481.01,North,2026-01-14,success
2377,1235,546.91,North,2025-12-28,success
2378,1094,356.03,East,2026-01-12,success
2379,313,508.52,North,2025-12-30,success
2380,1570,248.96,North,2026-01-01,success
2381,343,661.49,East,2026-01-03,success
2382,932,424.87,South,2025-12-25,success
2383,138,407.01,West,2026-01-10,failed
2384,1128,514.32,West,2026-01-19,failed
2385,1611,577.13,West,2026-01-13,failed
2386,1073,584.33,North,2025-12-26,success
2387,1229,465.49,North,2025-12-30,failed
2388,407,565.69,South,2026-01-03,success
2389,1330,600.18,South,2025-12-20,success
2390,1851,475.54,West,2026-01-11,failed
2391,761,646.67,West,2026-01-19,success
2392,503,623.52,North,2025-12-31,failed
2393,1863,432.61,West,2025-12-22,failed
2394,727,647.42,North,2026-01-18,failed
2395,139,462.35,,2025-12-20,success
2396,299,614.73,North,2025-12-20,success
2397,1292,504.45,West,2025-12-30,failed
2398,711,535.06,North,2026-01-14,success
2399,1810,475.25,North,2026-01-10,success
2400,1983,377.63,,2025-12-24,success
2401,1561,460.53,North,2025-12-21,failed
2402,25,5244.9,South,2026-01-02,failed
2403,1877,719.64,South,2026-01-03,success
2404,1895,540.12,West,2026-01-14,failed
2405,1264,574.73,West,2026-01-19,failed
2406,1182,608.79,East,2026-01-09,failed
2407,1079,277.07,East,2026-01-14,success
2408,464,614.52,East,2025-12-30,failed
2409,1022,273.76,East,2025-12-23,success
2410,1137,237.23,South,2026-01-03,success
2411,1897,319.49,East,2026-01-02,failed
2412,859,519.55,,2025-12-25,failed
2413,1943,154.0,West,2026-01-01,failed
2414,316,445.65,East,2025-12-27,failed
2415,1801,472.85,West,2026-01-16,success
2416,587,229.58,East,2025-12-25,failed
2417,1216,472.36,North,2025-12-22,success
2418,308,516.38,North,2026-01-18,success
2419,106,412.74,,2026-01-10,success
2420,83,400.15,North,2025-12-21,success
2421,81,631.84,South,2026-01-14,success
2422,1838,301.31,North,2026-01-15,failed
2423,284,272.59,East,2025-12-25,success
2424,1017,570.49,North,2026-01-01,failed
2425,1362,368.37,West,2025-12-31,failed
2426,602,670.47,West,2026-01-14,success
2427,1627,644.44,East,2025-12-26,success
2428,945,414.4,North,2025-12-21,success
2429,303,353.44,South,2026-01-12,success
2430,579,678.24,South,2026-01-11,failed
2431,892,235.45,East,2026-01-18,success
2432,1835,494.3,South,2026-01-01,success
2433,707,597.19,South,2026-01-15,failed
2434,950,554.1,East,2026-01-03,success
2435,1671,476.67,South,2025-12-20,success
2436,1955,443.38,East,2025-12-24,success
2437,1811,348.03,West,2026-01-19,failed
2438,1859,425.2,North,2026-01-13,success
2439,1294,456.36,East,2025-12-30,success
2440,215,479.84,South,2025-12-26,success
2441,681,761.05,East,2026-01-05,failed
2442,1822,514.45,,2026-01-02,success
2443,932,487.47,North,2026-01-02,success
2444,972,616.42,West,2026-01-18,success
2445,1891,407.0,West,2025-12-28,failed
2446,1826,532.56,South,2026-01-10,failed
2447,809,397.07,North,2025-12-27,failed
2448,490,462.79,,2026-01-14,failed
2449,1097,642.75,West,2025-12-20,failed
2450,1575,521.75,South,2026-01-06,failed
2451,1597,396.65,West,2026-01-06,failed
2452,363,511.6,West,2025-12-22,failed
2453,1325,399.31,North,2025-12-24,failed
2454,347,598.77,West,2025-12-25,failed
2455,418,573.88,East,2025-12-29,success
2456,157,257.76,East,2026-01-19,success
2457,233,582.32,West,2026-01-05,success
2458,986,547.92,North,2025-12-31,success
2459,724,512.44,North,2026-01-18,success
2460,130,394.33,South,2026-01-04,failed
2461,62,446.13,West,2025-12-23,failed
2462,435,3193.7,West,2026-01-13,success
2463,2000,871.06,West,2026-01-06,failed
2464,794,442.01,,2025-12-21,failed
2465,386,341.5,East,2026-01-09,failed
2466,852,429.08,South,2026-01-15,success
2467,1218,518.06,South,2026-01-04,failed
2468,1134,412.56,North,2026-01-14,failed
2469,504,282.44,East,2025-12-21,success
2470,113,199.51,North,2026-01-05,failed
2471,154,498.65,West,2025-12-20,success
2472,584,376.96,South,2026-01-18,success
2473,743,580.93,North,2025-12-25,success
2474,1193,580.46,East,2025-12-29,success
2475,1663,667.93,East,2025-12-23,failed
2476,1541,628.88,West,2025-12-22,failed
2477,552,557.5,North,2026-01-19,success
2478,219,607.26,North,2025-12-28,success
2479,1211,421.97,South,2026-01-09,success
2480,1292,621.36,South,2025-12-25,success
2481,836,272.74,South,2026-01-04,success
2482,122,462.59,West,2025-12-26,failed
2483,706,456.81,East,2025-12-27,success
2484,1448,453.3,West,2025-12-20,success
2485,831,573.77,South,2026-01-07,success
2486,1668,532.94,South,2025-12-24,success
2487,473,650.69,South,2026-01-19,success
2488,567,610.56,North,2026-01-02,success
2489,700,429.34,North,2026-01-16,failed
2490,666,658.14,East,2026-01-03,success
2491,1757,535.05,East,2025-12-26,success
2492,1004,496.86,North,2025-12-28,success
2493,888,492.01,,2026-01-12,failed
2494,1074,425.98,East,2025-12-24,failed
2495,573,212.13,West,2026-01-14,success
2496,1202,486.54,South,2026-01-03,success
2497,1410,630.65,West,2025-12-27,failed
2498,1854,548.58,South,2025-12-23,failed
2499,1478,464.32,North,2025-12-28,failed
2500,1529,478.85,North,2025-12-27,failed
2501,517,763.18,South,2026-01-09,failed
2502,1083,385.5,West,2026-01-07,failed
2503,3,495.19,East,2026-01-12,failed
2504,515,555.43,South,2026-01-09,failed
2505,1372,676.66,East,2025-12-23,failed
2506,967,733.77,East,2025-12-21,failed
2507,731,492.24,East,2026-01-04,success
2508,883,299.4,South,2025-12-27,failed
2509,1775,323.8,North,2025-12-23,failed
2510,1472,435.83,East,2025-12-20,failed
2511,247,525.38,East,2026-01-14,success
2512,91,493.17,South,2026-01-10,success
2513,1897,400.73,East,2025-12-23,success
2514,1032,726.92,East,2025-12-20,failed
2515,1427,451.65,West,2026-01-06,success
2516,56,544.37,South,2025-12-25,success
2517,480,682.72,South,2026-01-15,success
2518,405,359.73,West,2025-12-27,success
2519,65,336.67,East,2026-01-15,failed
2520,316,,South,2026-01-04,failed
2521,16,482.08,South,2025-12-26,success
2522,315,469.07,South,2025-12-28,failed
2523,1816,443.56,South,2026-01-19,failed
2524,871,483.48,South,2026-01-18,success
2525,402,468.95,West,2026-01-18,success
2526,1792,582.39,South,2026-01-17,success
2527,471,604.6,North,2026-01-06,failed
2528,809,700.95,South,2025-12-21,success
2529,1104,661.64,North,2025-12-27,success
2530,695,505.69,East,2025-12-30,success
2531,1696,384.28,South,2025-12-24,success
2532,1432,558.19,West,2025-12-22,failed
2533,1477,529.96,East,2026-01-03,success
2534,1396,198.58,North,2025-12-21,success
2535,1598,357.29,North,2025-12-22,success
2536,985,626.67,East,2025-12-21,success
2537,1473,388.51,West,2026-01-10,success
2538,1628,740.64,,2025-12-28,success
2539,175,511.06,West,2025-12-29,failed
2540,1070,218.06,North,2025-12-30,failed
2541,961,332.63,North,2025-12-21,success
2542,6,792.08,,2025-12-31,failed
2543,182,441.09,South,2026-01-01,failed
2544,1154,367.77,East,2026-01-05,success
2545,659,471.77,East,2026-01-15,success
2546,1608,558.49,,2026-01-09,failed
2547,109,474.72,,2026-01-08,failed
2548,1611,654.62,South,2025-12-22,success
2549,549,600.63,North,2026-01-17,success
2550,536,534.87,South,2026-01-06,failed
2551,1021,604.29,South,2026-01-01,success
2552,1083,550.67,South,2025-12-24,success
2553,290,606.27,East,2026-01-12,success
2554,1069,544.49,East,2026-01-02,failed
2555,325,560.72,West,2025-12-26,success
2556,635,626.79,,2026-01-16,success
2557,1684,532.13,East,2026-01-13,failed
2558,1775,594.52,South,2026-01-12,failed
2559,697,511.01,South,2026-01-19,success
2560,1370,362.68,West,2026-01-14,failed
2561,1768,398.4,North,2026-01-13,success
2562,1497,393.88,South,2026-01-15,failed
2563,680,553.62,North,2026-01-10,failed
2564,77,380.05,East,2025-12-27,success
2565,1877,582.77,East,2026-01-07,failed
2566,1810,571.04,South,2026-01-14,success
2567,1651,543.39,North,2026-01-06,success
2568,1243,498.23,East,2025-12-27,success
2569,1808,480.09,North,2026-01-19,success
2570,1881,715.69,West,2026-01-13,failed
2571,798,595.37,North,2025-12-20,success
2572,428,564.6,South,2026-01-15,success
2573,501,558.22,West,2025-12-28,failed
2574,1686,5791.7,North,2026-01-17,success
2575,803,369.21,South,2026-01-17,success
2576,157,458.17,North,2026-01-16,failed
2577,223,510.43,West,2026-01-05,failed
2578,703,668.33,West,2025-12-26,success
2579,1670,544.4,North,2025-12-27,failed
2580,564,441.68,North,2025-12-28,success
2581,1425,688.08,South,2026-01-05,failed
